SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
paired,Painted Redstart,Central America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-16,11-16,01-25,02-08,02-22,05-10,05-17,05-17,07-20,08-10,08-17,09-28,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"some overextrapolation into Baja, tweaked dates to eliminate this from seasons"
paisan1,Painted Sandgrouse,India,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Good extent this year
paisto1,Painted Stork,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palhar1,Pallid Harrier,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palmch1,Palmchat,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.14,"Currently a bit tight, otherwise excellent"
palswi3,Pallid Swift,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,11-30,,,01-04,01-11,04-26,05-31,05-31,06-07,09-07,09-14,11-23,,,,,0,1,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,,,,,,
paltan1,Palm Tanager,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
palthr1,Pale Thrush,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paltyr3,Mistletoe Tyrannulet,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Good
palwar,Palm Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-21,12-28,02-22,03-08,03-15,05-31,06-21,06-21,07-13,07-13,07-20,12-14,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
palwar1,Pale-legged Warbler,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
palwar5,Pallas's Leaf Warbler,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panfly1,Panama Flycatcher,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Extrap on Ven border, a bit sparse in a few places"
panvul1,Palm-nut Vulture,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,Too noisy
parauk,Parakeet Auklet,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,08-03,,,05-24,,,05-31,,,07-27,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
parcro2,Parrot Crossbill,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parjae,Parasitic Jaeger,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,11-30,12-21,03-15,03-22,03-29,06-07,06-14,06-14,07-06,07-06,07-13,11-23,,,,,0,0,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,,,,,,Russia filled in. Other seasons still challenging.
parpet1,Parkinson's Petrel,,Central America,5,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
parred1,Paria Redstart,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MSM,MSM,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,no positive predictions
parshe1,Paradise Shelduck,Australasia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Great
partan1,Paradise Tanager,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Much more stable on north and eastern edges, but still a few pixels sprinkling over onto w. Slope of Andes in Ecuador."
parwar1,Lemon-rumped Warbler,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasfin1,Patagonian Sierra Finch,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasfly,Pacific-slope Flycatcher,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-30,12-07,02-15,02-15,02-22,06-28,07-06,07-06,07-13,07-13,07-20,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,changed dates to get rid of nonbreeding season extrapolation in east Mexico
pasowl4,Pacific Screech-Owl,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Maybe a touch tightly fit, but not bad"
patmoc1,Patagonian Mockingbird,9537,Southern Cone 3,7,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pattyr2,Patagonian Tyrant,8110,Southern Cone 3,7,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pavpig2,Pale-vented Pigeon,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
pavthr1,Pale-vented Thrush,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Just a little too messy
pbgdov1,Plain-breasted Ground Dove,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Noisy in the Amazon basin on not great on the south edge
pbqdov1,Purplish-backed Quail-Dove,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Missing Darien, otherwise not bad."
pebfin1,Peg-billed Finch,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,No predictions
pecpip,Pechora Pipit,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pecsan,Pectoral Sandpiper,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-30,12-28,01-18,02-08,02-15,06-14,06-21,06-21,06-28,06-28,07-06,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Russia breeding filled in this year, pretty great."
peethr1,Pearly-eyed Thrasher,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Missing a few islands
peflov,Rosy-faced Lovebird,,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Gets Africa and Arizona right!
pelcor,Pelagic Cormorant,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,ALL3s,0,,,,,,,,,,,,,,12-07,02-08,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Still a touch too inland in Russia, but still pretty solid."
perboo1,Peruvian Booby,,Southern Cone 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perfal,Peregrine Falcon,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-30,12-07,02-08,02-15,02-22,05-31,06-07,06-14,07-13,07-20,07-27,11-23,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,"looks good for where it does model, but of course misses Russia and Africa the most, various other places"
perpel1,Peruvian Pelican,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perpla1,Peruvian Plantcutter,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Made it far enough south this year.
pershe2,Peruvian Sheartail,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Mostly spot on. Dates set to keep it off Maranon River, based on likely erroneous records."
phaino,Phainopepla,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,02-01,03-29,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
phivir,Philadelphia Vireo,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,3,12-07,12-07,03-22,03-22,03-29,06-21,06-28,06-28,07-20,07-20,07-27,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
phtjac1,Pheasant-tailed Jacana,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pibgre,Pied-billed Grebe,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-21,01-11,02-15,02-15,02-22,05-24,05-31,05-31,06-28,06-28,07-06,12-14,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pibtan1,Pirre Chlorospingus,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,I should have interrogated Vivana's list more
picpig2,Picazuro Pigeon,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pieavo1,Pied Avocet,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piebus1,Pied Bushchat,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piecor1,Pied Cormorant,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Interior is maybe a little tight, but coastally good."
piecro1,Pied Crow,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Feels close to a 3
piecuc1,Pied Cuckoo,India,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,1,12-28,12-28,02-01,03-15,03-22,06-07,06-14,06-21,07-27,07-27,10-12,12-21,,,,,1,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Having some extrapolation problems during breeding season, probably due to absence of African breeders."
piefan1,Malaysian Pied-Fantail,Asia,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,0.95,,"Now extrapolating to Vietnam, unfortunately. Higher ES cleans that up a little, but not perfectly."
piekin1,Pied Kingfisher,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Honest and reasonable in many parts of range, certainly a little noisy in Africa and SE Asia."
piesti1,Pied Stilt,,New Zealand,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,2,09-14,,,05-03,,,05-17,,,09-07,,,,,,,2,0,2,0,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing a fair amount of Indonesian range. I think non-breeding captures dispersion.
pifgoo,Pink-footed Goose,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pifshe,Pink-footed Shearwater,,Nat Geo West,2,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,04-19,,,11-30,,,12-07,,,04-12,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,
pigdov1,Picui Ground Dove,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piggui,Pigeon Guillemot,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-02,11-09,01-11,01-18,01-25,04-05,04-12,04-12,06-28,06-28,09-28,10-26,,,,,2,2,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,2,,,,,,"Russian/Japanese range much better, but still extrapolating inland, so setting dates to exclude inland extrapolation."
pihwar1,Pink-headed Warbler,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pilwoo,Pileated Woodpecker,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,03-15,05-03,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pingro,Pine Grosbeak,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,11-30,12-28,02-01,03-01,03-08,04-26,05-03,05-24,07-20,09-14,09-21,11-23,,,,,2,2,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,2,,,,,,"Misses Russia, but filled in Scandanavia better."
pinjay,Pinyon Jay,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,04-05,06-07,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pinsis,Pine Siskin,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-14,12-14,02-22,03-08,03-15,05-31,06-07,06-14,08-10,08-10,08-17,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Upgrading this to all 3s. I don't entirely know what Luke's issues were, since he didn't leave notes, probably Mexico related, which looks better."
pinwar,Pine Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-30,11-30,01-25,01-25,02-01,05-24,05-31,05-31,08-10,08-10,08-17,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pipipi1,Pipipi,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pipplo,Piping Plover,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-09,12-07,02-22,02-22,03-01,05-24,05-31,05-31,06-21,06-21,06-28,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Breeding season a touch aggressive on the northern edge.
pirfly1,Piratic Flycatcher,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-09,11-09,01-04,01-04,01-11,04-26,05-10,05-10,07-27,08-03,08-10,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,dates done; I think seasons will be 3s
pitsan1,Pin-tailed Sandgrouse,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Spain is great, but the rest of the range is a mess."
pitsni,Pin-tailed Snipe,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitwhy,Pin-tailed Whydah,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Missing patches of Africa, but overall pattern is good"
piwtyr1,Pied Water-Tyrant,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Who knows what's going on with the Amazon
plaant1,Plain Antvireo,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Bad extrap in Brazil
placha,Plain Chachalaca,Central America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,MTA,0,,,,,,,,,,,,,,02-01,03-29,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Should be a 3. Extrapolation in Guatemala cleaned up.
placuc3,Gray-bellied Cuckoo,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plaflo1,Nilgiri Flowerpecker,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Only tiny complaint is might die out a tiny bit too much on northern end of range.
plaflo2,Plain Flowerpecker,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Indonesian range not great, also fails at edges of range in China, otherwise decent."
plapri1,Plain Prinia,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"India and most of SE Asia really good, but China too spotty, and missing from most of Laos."
plaswi1,Plain Swift,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,11-30,,,02-15,02-22,04-19,04-26,,,09-14,09-21,11-23,,,,,2,2,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,2,,,,,,"Missing the mainland birds in winter, but keeping the season so that the seasonal map shows year-round on most islands."
plawre1,Cabanis's Wren,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Missing w. Mexico birds.
plawre3,Canebrake Wren,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not far enough n into Nicaragua
plaxen1,Plain Xenops,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Mostly pretty good, a few rough corners in the Amazon"
plbwoo1,Plain-brown Woodcreeper,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Looks good
plcjay1,Plush-crested Jay,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Really good.
plcsta,Plain-capped Starthroat,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
plctan1,Plain-colored Tanager,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,0.95,0.2,So close to pefect
plhpar1,Plum-headed Parakeet,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Eastern edge of range fades out too early, rest really good."
plsvir,Plumbeous Vireo,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-09,11-09,02-15,02-15,02-22,06-07,06-14,06-14,08-10,08-10,08-17,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Much better in mexico
pluhaw,Plumbeous Hawk,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not far enough south in Ecuador
plukit1,Plumbeous Kite,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,11-30,12-07,12-28,01-04,01-11,04-05,04-12,05-17,06-28,07-13,07-20,11-23,,,,,2,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,2,,,,,,Extremely similar to last year.
plurai1,Plumbeous Rail,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Missing large portions in coastal Peru, southern Argentina and southeastern Brazil"
plured1,Plumbeous Redstart,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pluwar1,Plumbeous Warbler,Caribbean,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
pmtspi1,Plain-mantled Tit-Spinetail,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"There´s a gap in central Argentina, otherwise ok."
pomgrp2,Gray-fronted Green-Pigeon,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"So close to perfect but missing isolated population in Andhra Pradesh, India."
pomjae,Pomarine Jaeger,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,12-28,,,02-22,03-01,05-17,05-31,05-31,06-28,06-28,07-06,12-21,,,,,0,0,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,,TRUE,,,,Arctic filled in nicely this year
prafal,Prairie Falcon,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-23,11-30,02-15,02-22,03-01,05-10,05-17,05-24,07-06,07-06,07-13,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
prawar,Prairie Warbler,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-23,12-07,03-01,03-08,03-15,05-24,05-31,05-31,07-06,07-06,07-13,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
prbbar1,Prong-billed Barbet,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not far enough east in Panama
pregrs1,White-faced Ground-Sparrow,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Too restrictive in El Salvador, so giving a 2, otherwise looks great."
pregrs2,Cabanis's Ground-Sparrow,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Overfit. Missing Monteverde and the pops to the east of San Jose.
